"","price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
"59",150.270004,153.389999,150.050003,153.070007,28710900,151.256927,2019-01-15,"AAPL",0.0204667239793002,0.0204667133333334
"60",153.080002,155.880005,153,154.940002,30569700,153.104782,2019-01-16,"AAPL",0.0122166636374941,0.0122165996895787
"61",154.199997,157.660004,153.259995,155.860001,29821200,154.013885,2019-01-17,"AAPL",0.00593778318432925,0.00593777583661081
"62",157.5,157.880005,155.979996,156.820007,33751000,154.962494,2019-01-18,"AAPL",0.00615924336951834,0.00615941225356464
"63",156.410004,156.729996,152.619995,153.300003,30394000,151.484207,2019-01-22,"AAPL",-0.0224459926412903,-0.022446141071783
"64",154.149994,155.139999,151.699997,153.919998,23130600,152.096848,2019-01-23,"AAPL",0.00404425657388829,0.00404432477408356
"65",154.110001,154.479996,151.740005,152.699997,25441500,150.891296,2019-01-24,"AAPL",-0.0079262129087645,-0.00792620202606809
"66",155.479996,158.130005,154.320007,157.759995,33535500,155.891357,2019-01-25,"AAPL",0.0331368417698525,0.0331368572325512
"67",155.789993,156.330002,153.660004,156.300003,26192100,154.448654,2019-01-28,"AAPL",-0.00925454128929026,-0.00925451347789408
"68",156.25,158.130005,154.110001,154.679993,41587200,152.847839,2019-01-29,"AAPL",-0.0103647067069941,-0.0103647470819307
"69",163.25,166.149994,160.229996,165.25,61109800,163.292648,2019-01-30,"AAPL",0.0683346854514575,0.0683346746725029
"70",166.110001,169,164.559998,166.440002,40739600,164.468567,2019-01-31,"AAPL",0.00720129788084511,0.00720122239031773
"71",166.960007,168.979996,165.929993,166.520004,32668100,164.547607,2019-02-01,"AAPL",0.000480578152054933,0.000480665699583493
"72",167.410004,171.660004,167.279999,171.25,31495500,169.221588,2019-02-04,"AAPL",0.028405037819845,0.0284049716933708
"73",172.860001,175.080002,172.350006,174.179993,36101600,172.116867,2019-02-05,"AAPL",0.0171093950495254,0.0171094481751826
"74",174.649994,175.570007,172.850006,174.240005,28239600,172.176163,2019-02-06,"AAPL",0.000344510105450446,0.000344540144745498
"75",172.399994,173.940002,170.339996,170.940002,31741700,168.915268,2019-02-07,"AAPL",-0.0189392941693096,-0.0189394106135385
"76",168.990005,170.660004,168.419998,170.410004,23820000,169.113724,2019-02-08,"AAPL",0.00117488491330464,-0.00310049136421564
"77",171.050003,171.210007,169.25,169.429993,20993400,168.141174,2019-02-11,"AAPL",-0.00575086383882117,-0.00575090063374439
"78",170.100006,171,169.699997,170.889999,22283500,169.590073,2019-02-12,"AAPL",0.00861715762731619,0.00861716378634325
"79",171.389999,172.479996,169.919998,170.179993,22490200,168.885468,2019-02-13,"AAPL",-0.00415475379859043,-0.00415475454476411
"80",169.710007,171.259995,169.380005,170.800003,21835700,169.500778,2019-02-14,"AAPL",0.00364335669188542,0.00364326022742301
"81",171.25,171.699997,169.75,170.419998,24626800,169.123657,2019-02-15,"AAPL",-0.00222489244267654,-0.00222485359089841
"82",169.710007,171.440002,169.490005,170.929993,18972800,169.629761,2019-02-19,"AAPL",0.00299250861161315,0.00299257719742485
"83",171.190002,173.320007,170.990005,172.029999,26114400,170.721405,2019-02-20,"AAPL",0.00643545091123476,0.00643541827091765
"84",171.800003,172.369995,170.300003,171.059998,17249700,169.758789,2019-02-21,"AAPL",-0.00563851966893081,-0.00563855726116702
"85",171.580002,173,171.380005,172.970001,18913200,171.654251,2019-02-22,"AAPL",0.0111656192363623,0.0111656905315758
"86",174.160004,175.869995,173.949997,174.229996,21873400,172.904678,2019-02-25,"AAPL",0.00728456762774843,0.0072844712534863
"87",173.710007,175.300003,173.169998,174.330002,17070200,173.003922,2019-02-26,"AAPL",0.000573981000097534,0.000573988419307669
"88",173.210007,175,172.729996,174.869995,27835400,173.539795,2019-02-27,"AAPL",0.00309746157084234,0.00309753337810426
"89",174.320007,174.910004,172.919998,173.149994,28215400,171.832886,2019-02-28,"AAPL",-0.00983583621266804,-0.00983588408062797
"90",174.279999,175.149994,172.889999,174.970001,25886200,173.639038,2019-03-01,"AAPL",0.0105110962286927,0.010511158319763
"91",175.690002,177.75,173.970001,175.850006,27436200,174.51236,2019-03-04,"AAPL",0.0050295256761328,0.00502946216477418
"92",175.940002,176,174.539993,175.529999,19737400,174.194778,2019-03-05,"AAPL",-0.00181982525478419,-0.00181977247131859
"93",174.669998,175.490005,173.940002,174.520004,20810400,173.192474,2019-03-06,"AAPL",-0.00575392679107756,-0.00575397371249342
"94",173.869995,174.440002,172.020004,172.5,24796400,171.187836,2019-03-07,"AAPL",-0.0115746253500599,-0.0115746272845605
"95",170.320007,173.070007,169.5,172.910004,23999400,171.594711,2019-03-08,"AAPL",0.00237677518161972,0.00237683478260853
"96",175.490005,179.119995,175.350006,178.899994,32011000,177.539139,2019-03-11,"AAPL",0.0346422565436764,0.0346422408271994
"97",180,182.669998,179.369995,180.910004,32467600,179.533875,2019-03-12,"AAPL",0.0112354718584051,0.0112353832722878
"98",182.25,183.300003,180.919998,181.710007,31032500,180.327774,2019-03-13,"AAPL",0.00442200114045344,0.00442210481627092
"99",183.899994,184.100006,182.559998,183.729996,23579500,182.332397,2019-03-14,"AAPL",0.0111165515745788,0.0111165534212985
"100",184.850006,187.330002,183.740005,186.119995,39042900,184.704224,2019-03-15,"AAPL",0.0130082587572193,0.0130082134220477
"101",185.800003,188.389999,185.789993,188.020004,26219800,186.589783,2019-03-18,"AAPL",0.0102085321015724,0.0102085162854213
"102",188.350006,188.990005,185.919998,186.529999,31646400,185.111115,2019-03-19,"AAPL",-0.00792469971413168,-0.00792471528720951
"103",186.229996,189.490005,184.729996,188.160004,31035200,186.728714,2019-03-20,"AAPL",0.00873852982842216,0.00873856756949842
"104",190.020004,196.330002,189.809998,195.089996,51034200,193.605988,2019-03-21,"AAPL",0.0368302970265195,0.0368303138428931
"105",195.339996,197.690002,190.779999,191.050003,42407700,189.596725,2019-03-22,"AAPL",-0.0207083625946528,-0.0207083555427414
"106",191.509995,191.979996,186.600006,188.740005,43845300,187.304291,2019-03-25,"AAPL",-0.0120911054766373,-0.0120910649763246
"107",191.660004,192.880005,184.580002,186.789993,49800500,185.369125,2019-03-26,"AAPL",-0.0103316693369294,-0.0103317365070537
"108",188.75,189.759995,186.550003,188.470001,29848400,187.036346,2019-03-27,"AAPL",0.00899405982522716,0.00899410066362605
"109",188.949997,189.559998,187.529999,188.720001,20780400,187.284439,2019-03-28,"AAPL",0.00132644272252835,0.00132647104936345
"110",189.830002,190.080002,188.539993,189.949997,23564000,188.505081,2019-03-29,"AAPL",0.00651758366321076,0.00651757097012728
"111",191.639999,191.679993,188.380005,191.240005,27862000,189.785278,2019-04-01,"AAPL",0.00679131296200985,0.00679130308172637
"112",191.089996,194.460007,191.050003,194.020004,22765700,192.544144,2019-04-02,"AAPL",0.0145367756080637,0.0145367021926193
"113",193.25,196.5,193.149994,195.350006,23271800,193.864029,2019-04-03,"AAPL",0.00685497347558894,0.00685497357272502
"114",194.789993,196.369995,193.139999,195.690002,19114300,194.201431,2019-04-04,"AAPL",0.00174040538484843,0.00174044530103568
"115",196.449997,197.100006,195.929993,197,18526600,195.501465,2019-04-05,"AAPL",0.00669425551246317,0.006694251043035
"116",196.419998,200.229996,196.339996,200.100006,25881700,198.577881,2019-04-08,"AAPL",0.0157360253029306,0.01573607106599
"117",200.320007,202.850006,199.229996,199.5,35768200,197.982452,2019-04-09,"AAPL",-0.0029984658764689,-0.00299853064472178
"118",198.679993,200.740005,198.179993,200.619995,21695300,199.093918,2019-04-10,"AAPL",0.00561396219095212,0.00561401002506257
"119",200.850006,201,198.440002,198.949997,20900800,197.43663,2019-04-11,"AAPL",-0.00832415182064972,-0.00832418523387957
"120",199.199997,200.139999,196.210007,198.869995,27760700,197.357239,2019-04-12,"AAPL",-0.000402108767760145,-0.000402121142027534
"121",198.580002,199.850006,198.009995,199.229996,17536600,197.714493,2019-04-15,"AAPL",0.00181018949094658,0.00181023286091997
"122",199.460007,201.369995,198.559998,199.25,25696400,197.734344,2019-04-16,"AAPL",0.000100402351384421,0.000100406567292266
"123",199.539993,203.380005,198.610001,203.130005,28906800,201.584839,2019-04-17,"AAPL",0.0194730714053397,0.0194730489335007
"124",203.119995,204.149994,202.520004,203.860001,24195800,202.309296,2019-04-18,"AAPL",0.00359380697275546,0.00359373791183626
"125",202.830002,204.940002,202.339996,204.529999,19439500,202.974197,2019-04-22,"AAPL",0.00328655683721046,0.00328655938739053
"126",204.429993,207.75,203.899994,207.479996,23323000,205.901749,2019-04-23,"AAPL",0.0144232717422696,0.0144232973863163
"127",207.360001,208.479996,207.050003,207.160004,17540600,205.584183,2019-04-24,"AAPL",-0.00154231812766192,-0.00154227880359137
"128",206.830002,207.759995,205.119995,205.279999,18543200,203.718491,2019-04-25,"AAPL",-0.00907507558594622,-0.00907513498599843
"129",204.899994,205,202.119995,204.300003,18649100,202.745941,2019-04-26,"AAPL",-0.00477398980930022,-0.00477394780189955
"130",204.399994,205.970001,203.860001,204.610001,22204700,203.053589,2019-04-29,"AAPL",0.00151740645698051,0.00151736659543755
"131",203.059998,203.399994,199.110001,200.669998,46534900,199.143539,2019-04-30,"AAPL",-0.0192562466847113,-0.0192561604063528
"132",209.880005,215.309998,209.229996,210.520004,64827300,208.918625,2019-05-01,"AAPL",0.0490856296372235,0.0490855937517876
"133",209.839996,212.649994,208.130005,209.149994,31996300,207.559052,2019-05-02,"AAPL",-0.0065076677582,-0.00650774260863118
"134",210.889999,211.839996,210.229996,211.75,20892400,210.139267,2019-05-03,"AAPL",0.0124312333051124,0.0124312984680268
"135",204.289993,208.839996,203.5,208.479996,32443100,206.894135,2019-05-06,"AAPL",-0.0154427682475926,-0.0154427579693034
"136",205.880005,207.419998,200.830002,202.860001,38763700,201.316895,2019-05-07,"AAPL",-0.0269569748799309,-0.0269569987904259
"137",201.899994,205.339996,201.75,202.899994,26339500,201.356583,2019-05-08,"AAPL",0.000197141923930388,0.000197145813875643
"138",200.399994,201.679993,196.660004,200.720001,34908600,199.193176,2019-05-09,"AAPL",-0.0107441582875888,-0.0107441747879007
"139",197.419998,198.850006,192.770004,197.179993,41208700,196.433655,2019-05-10,"AAPL",-0.013853491647726,-0.0176365483378012
"140",187.710007,189.479996,182.850006,185.720001,57430600,185.017044,2019-05-13,"AAPL",-0.0581194245965642,-0.0581194462259668
"141",186.410004,189.699997,185.410004,188.660004,36529700,187.945908,2019-05-14,"AAPL",0.0158302388616693,0.0158302982132763
"142",186.270004,191.75,186.020004,190.919998,26544700,190.197357,2019-05-15,"AAPL",0.0119792392606921,0.0119791898234032
"143",189.910004,192.470001,188.839996,190.080002,33031400,189.360535,2019-05-16,"AAPL",-0.00439975619640187,-0.00439972768070107
"144",186.929993,190.899994,186.759995,189,32879100,188.284622,2019-05-17,"AAPL",-0.00568182277262785,-0.00568182864392019
"145",183.520004,184.350006,180.279999,183.089996,38612300,182.396988,2019-05-20,"AAPL",-0.0312698612210615,-0.0312698624338623
"146",185.220001,188,184.699997,186.600006,28364800,185.893707,2019-05-21,"AAPL",0.0191709251251453,0.0191709545943732
"147",184.660004,185.710007,182.550003,182.779999,29748600,182.088165,2019-05-22,"AAPL",-0.0204716020860244,-0.0204716338540739
"148",179.800003,180.539993,177.809998,179.660004,36529700,178.97998,2019-05-23,"AAPL",-0.0170696706180766,-0.0170696740183264
"149",180.199997,182.139999,178.619995,178.970001,23714700,178.292587,2019-05-24,"AAPL",-0.00384061390553303,-0.00384060438961131
"150",178.919998,180.589996,177.910004,178.229996,27948200,177.555389,2019-05-28,"AAPL",-0.00413476528892365,-0.00413479910524217
"151",176.419998,179.350006,176,177.380005,28481200,176.708603,2019-05-29,"AAPL",-0.00476913713950966,-0.00476906816515887
"152",177.949997,179.229996,176.669998,178.300003,21218400,177.625122,2019-05-30,"AAPL",0.00518661222170369,0.00518659360732343
"153",176.229996,177.990005,174.990005,175.070007,27043600,174.407349,2019-05-31,"AAPL",-0.0181155287257171,-0.0181155128752297
"154",175.600006,177.919998,170.270004,173.300003,40396100,172.644043,2019-06-03,"AAPL",-0.0101102735068808,-0.0101102640613935
"155",175.440002,179.830002,174.520004,179.639999,30968000,178.960052,2019-06-04,"AAPL",0.0365839961243259,0.0365839347388817
"156",184.279999,184.990005,181.139999,182.539993,29773400,181.84906,2019-06-05,"AAPL",0.0161433122516081,0.0161433645966567
"157",183.080002,185.470001,182.149994,185.220001,22526300,184.518936,2019-06-06,"AAPL",0.0146818245857305,0.014681757986043
"158",186.509995,191.919998,185.770004,190.149994,30684400,189.430267,2019-06-07,"AAPL",0.026616948409024,0.0266169580681517
"159",191.809998,195.369995,191.619995,192.580002,26220900,191.851074,2019-06-10,"AAPL",0.012779409744484,0.0127794271715833
"160",194.860001,196,193.600006,194.809998,26932900,194.072632,2019-06-11,"AAPL",0.0115795963696299,0.0115795823909068
"161",193.949997,195.970001,193.389999,194.190002,18253200,193.454987,2019-06-12,"AAPL",-0.00318254559457931,-0.00318256766267211
"162",194.699997,196.789993,193.600006,194.149994,21674600,193.415115,2019-06-13,"AAPL",-0.000206104792739192,-0.000206025024913514
"163",191.550003,193.589996,190.300003,192.740005,18761500,192.010468,2019-06-14,"AAPL",-0.00726234348334143,-0.00726236952652182
"164",192.899994,194.960007,192.169998,193.889999,14669100,193.156113,2019-06-17,"AAPL",0.00596657573898529,0.0059665558273696
"165",196.050003,200.289993,195.210007,198.449997,26551000,197.698853,2019-06-18,"AAPL",0.0235184894200062,0.0235184796715586
"166",199.679993,199.880005,197.309998,197.869995,21124200,197.121048,2019-06-19,"AAPL",-0.00292265226242872,-0.00292266066398583
"167",200.369995,200.610001,198.029999,199.460007,21514000,198.705032,2019-06-20,"AAPL",0.00803559039519719,0.00803563976438171
"168",198.800003,200.850006,198.149994,198.779999,47800600,198.027603,2019-06-21,"AAPL",-0.00340921914851144,-0.00340924484174909
"169",198.539993,200.160004,198.169998,198.580002,18220400,197.828369,2019-06-24,"AAPL",-0.00100609206485214,-0.00100612235137398
"170",198.429993,199.259995,195.289993,195.570007,21070300,194.829758,2019-06-25,"AAPL",-0.0151576389936269,-0.0151575937641495
"171",197.770004,200.990005,197.350006,199.800003,26067500,199.043747,2019-06-26,"AAPL",0.0216290829658579,0.0216290629881708
"172",200.289993,201.570007,199.570007,199.740005,20899700,198.983978,2019-06-27,"AAPL",-0.000300280721704849,-0.00030029028578149
"173",198.679993,199.5,197.050003,197.919998,31110600,197.170853,2019-06-28,"AAPL",-0.00911191452811344,-0.00911188021648446
"174",203.169998,204.490005,200.649994,201.550003,27253000,200.787125,2019-07-01,"AAPL",0.0183408041552673,0.0183407691829101
"175",201.410004,203.130005,201.360001,202.729996,16935200,201.962646,2019-07-02,"AAPL",0.00585456363300185,0.00585459182553327
"176",203.279999,204.440002,202.690002,204.410004,11362000,203.636292,2019-07-03,"AAPL",0.0082869086593369,0.00828692365780936
"177",203.350006,205.080002,202.899994,204.229996,17265500,203.45697,2019-07-05,"AAPL",-0.000880599416925087,-0.000880622261520969
"178",200.809998,201.399994,198.410004,200.020004,25338600,199.262909,2019-07-08,"AAPL",-0.020613995185321,-0.020613974844322
"179",199.199997,201.509995,198.809998,201.240005,20578000,200.478302,2019-07-09,"AAPL",0.00609944422722442,0.00609939493851819
"180",201.850006,203.729996,201.559998,203.229996,17897100,202.460754,2019-07-10,"AAPL",0.00988861128722052,0.00988864515283638
"181",203.309998,204.389999,201.710007,201.75,20191800,200.986359,2019-07-11,"AAPL",-0.00728237434105383,-0.0072823698722112
"182",202.449997,204,202.199997,203.300003,17595200,202.530502,2019-07-12,"AAPL",0.00768282488265792,0.00768279058240395
"183",204.089996,205.869995,204,205.210007,16947400,204.433273,2019-07-15,"AAPL",0.00939498486010759,0.00939500232078205
"184",204.589996,206.110001,203.5,204.5,16866800,203.725952,2019-07-16,"AAPL",-0.0034599113423186,-0.00345990437006316
"185",204.050003,205.089996,203.270004,203.350006,14107500,202.580307,2019-07-17,"AAPL",-0.00562346126624069,-0.00562344254278724
"186",204,205.880005,203.699997,205.660004,18540600,204.881561,2019-07-18,"AAPL",0.0113597122745006,0.0113597144422999
"187",205.789993,206.5,202.360001,202.589996,20929300,201.823181,2019-07-19,"AAPL",-0.0149275512402016,-0.0149275889345989
"188",203.649994,207.229996,203.610001,207.220001,22277900,206.435654,2019-07-22,"AAPL",0.0228540298351556,0.0228540653112999
"189",208.460007,208.910004,207.289993,208.839996,18355200,208.049515,2019-07-23,"AAPL",0.00781774353765474,0.00781775404006502
"190",207.669998,209.149994,207.169998,208.669998,14991600,207.880173,2019-07-24,"AAPL",-0.000813950467512536,-0.000814010741505777
"191",208.889999,209.240005,206.729996,207.020004,13909600,206.23642,2019-07-25,"AAPL",-0.00790721393136418,-0.00790719325161438
"192",207.479996,209.729996,207.139999,207.740005,17618900,206.95369,2019-07-26,"AAPL",0.00347790172075313,0.00347792960143112
"193",208.460007,210.639999,208.440002,209.679993,21673400,208.886337,2019-07-29,"AAPL",0.00933854815538693,0.00933853833304754
"194",208.759995,210.160004,207.309998,208.779999,33935700,207.989746,2019-07-30,"AAPL",-0.00429224339359258,-0.00429222639281557
"195",216.419998,221.369995,211.300003,213.039993,69281400,212.233627,2019-07-31,"AAPL",0.0204042799302231,0.0204042246403116
"196",213.899994,218.029999,206.740005,208.429993,54017900,207.641068,2019-08-01,"AAPL",-0.0216391674821635,-0.0216391295131145
"197",205.529999,206.429993,201.630005,204.020004,40862100,203.247772,2019-08-02,"AAPL",-0.0211581265802389,-0.0211581305383434
"198",197.990005,198.649994,192.580002,193.339996,52393000,192.608185,2019-08-05,"AAPL",-0.0523478653433899,-0.0523478472238438
"199",196.309998,198.070007,194.039993,197,35824800,196.254333,2019-08-06,"AAPL",0.0189303896924216,0.0189304027915671
"200",195.410004,199.559998,193.820007,199.039993,33364400,198.286606,2019-08-07,"AAPL",0.0103553025756633,0.0103552944162437
"201",200.199997,203.529999,199.389999,203.429993,27009500,202.659988,2019-08-08,"AAPL",0.0220558619072837,0.0220558689428811
"202",201.300003,202.759995,199.289993,200.990005,24619700,200.990005,2019-08-09,"AAPL",-0.00824031924841528,-0.011994239217223
"203",199.619995,202.050003,199.149994,200.479996,22481900,200.479996,2019-08-12,"AAPL",-0.00253748438883816,-0.00253748438883816
"204",201.020004,212.139999,200.479996,208.970001,47218500,208.970001,2019-08-13,"AAPL",0.0423483897116599,0.0423483897116599
"205",203.160004,206.440002,202.589996,202.75,36547400,202.75,2019-08-14,"AAPL",-0.0297650426866773,-0.0297650426866773
"206",203.460007,205.139999,199.669998,201.740005,27227400,201.740005,2019-08-15,"AAPL",-0.00498147965474727,-0.00498147965474727
"207",204.279999,207.160004,203.839996,206.5,27620400,206.5,2019-08-16,"AAPL",0.0235947005156463,0.0235947005156463
"208",210.619995,212.729996,210.029999,210.350006,24413600,210.350006,2019-08-19,"AAPL",0.0186440968523003,0.0186440968523003
"209",210.880005,213.350006,210.320007,210.360001,26884300,210.360001,2019-08-20,"AAPL",4.75160433321964e-05,4.75160433321964e-05
"210",212.990005,213.649994,211.600006,212.639999,21535400,212.639999,2019-08-21,"AAPL",0.0108385529053119,0.0108385529053119
"211",213.190002,214.440002,210.75,212.460007,22253700,212.460007,2019-08-22,"AAPL",-0.000846463510376538,-0.000846463510376538
"212",209.429993,212.050003,201,202.639999,46818000,202.639999,2019-08-23,"AAPL",-0.0462205011600136,-0.0462205011600136
"213",205.860001,207.190002,205.059998,206.490005,26043600,206.490005,2019-08-26,"AAPL",0.0189992401253418,0.0189992401253418
"214",207.860001,208.550003,203.529999,204.160004,25873300,204.160004,2019-08-27,"AAPL",-0.0112838439807292,-0.0112838439807292
"215",204.100006,205.720001,203.320007,205.529999,15938800,205.529999,2019-08-28,"AAPL",0.00671039857542333,0.00671039857542333
"216",208.5,209.320007,206.660004,209.009995,20990500,209.009995,2019-08-29,"AAPL",0.0169318153891491,0.0169318153891491
"217",210.160004,210.449997,207.199997,208.740005,21143400,208.740005,2019-08-30,"AAPL",-0.00129175640619483,-0.00129175640619483
"218",206.429993,206.979996,204.220001,205.699997,20023000,205.699997,2019-09-03,"AAPL",-0.0145636098839799,-0.0145636098839799
"219",208.389999,209.479996,207.320007,209.190002,19188100,209.190002,2019-09-04,"AAPL",0.0169664805585776,0.0169664805585776
